step	loss	acc	lr
75	4.044662117958069	0.052482353874216826	3.04e-06
76	4.040668249130249	0.05343800811994374	3.08e-06
77	4.034270167350769	0.05558059185819438	3.12e-06
78	4.038448929786682	0.055088989142828816	3.1600000000000007e-06
79	4.0298779010772705	0.056406685236768804	3.2000000000000003e-06
80	4.020664811134338	0.05872346352042339	3.24e-06
81	4.0279860496521	0.0556823185621072	3.2800000000000004e-06
82	4.02729594707489	0.05875017458448892	3.3200000000000004e-06
83	4.023283123970032	0.0581950465939104	3.36e-06
84	4.016088604927063	0.05975349680106531	3.4000000000000005e-06
85	4.018533706665039	0.061615353858456616	3.44e-06
86	4.022846579551697	0.05872021077002914	3.4799999999999997e-06
87	4.019263029098511	0.059302162454656596	3.52e-06
88	4.015838027000427	0.0602408440480097	3.5600000000000002e-06
89	4.017095446586609	0.06165641721907196	3.6e-06
90	4.011481165885925	0.06596002302546695	3.6400000000000003e-06
91	4.010037422180176	0.06516283178733485	3.68e-06
92	4.007736563682556	0.06710413637902535	3.72e-06
93	4.001151382923126	0.06980289774199334	3.7600000000000004e-06
94	4.002347409725189	0.06793502827696357	3.8e-06
95	3.9993690848350525	0.06883700537104023	3.84e-06
96	3.9882078766822815	0.07708457711442786	3.88e-06
97	3.9987142086029053	0.06877869513689013	3.92e-06
98	3.9991904497146606	0.06944375502586148	3.96e-06
99	3.9929463863372803	0.07316565378171255	4.000000000000001e-06
100	3.9938626885414124	0.07346373170634446	4.04e-06
101	3.9857828617095947	0.07704783453136575	4.080000000000001e-06
102	3.9884238243103027	0.07710289750381251	4.12e-06
103	3.98813658952713	0.07600051498915551	4.16e-06
104	3.9727882146835327	0.08400820861905	4.2000000000000004e-06
105	3.969201445579529	0.08776262073085732	4.24e-06
106	3.966091811656952	0.09050370120797123	4.28e-06
107	3.9731714725494385	0.08666068938035465	4.32e-06
108	3.967472493648529	0.08793182589258985	4.360000000000001e-06
109	3.9619054198265076	0.09097892122143192	4.4e-06
110	3.966137707233429	0.09168980306694131	4.440000000000001e-06
111	3.9640133380889893	0.0920831885640542	4.48e-06
112	3.9553498029708862	0.09557893898517686	4.52e-06
113	3.9607074856758118	0.095149197855624	4.56e-06
114	3.963007092475891	0.09563370167949894	4.6e-06
115	3.9483036398887634	0.1024952937877999	4.64e-06
116	3.9407169818878174	0.10234025093184897	4.68e-06
117	3.940055727958679	0.1027241940800975	4.72e-06
118	3.943999469280243	0.10278513925696285	4.76e-06
119	3.9404922127723694	0.10633059672599843	4.800000000000001e-06
120	3.9351381063461304	0.10878382408493548	4.84e-06
121	3.9387311935424805	0.10725786226613833	4.880000000000001e-06
122	3.934874415397644	0.11077994540783558	4.92e-06
123	3.923704206943512	0.11225194391906092	4.96e-06
124	3.9170790910720825	0.11437408011456303	5e-06
125	3.9225165247917175	0.11225593271252629	5.04e-06
126	3.9161760210990906	0.11592136704082247	5.08e-06
127	3.9102763533592224	0.11650718181273348	5.12e-06
128	3.9098398089408875	0.11691363926067559	5.1600000000000006e-06
129	3.9093173146247864	0.11513787057698438	5.2e-06
130	3.9073203206062317	0.11628487547682291	5.240000000000001e-06
131	3.8989429473876953	0.11993268775380647	5.28e-06
132	3.8939388394355774	0.12294747729917352	5.32e-06
133	3.8968069553375244	0.12045159435804415	5.36e-06
134	3.895174741744995	0.12020440017099625	5.4e-06
135	3.8841914534568787	0.1237979221756742	5.44e-06
136	3.8804104924201965	0.1266294598365557	5.48e-06
137	3.8782358169555664	0.12788002456564376	5.5200000000000005e-06
138	3.875108242034912	0.1251852367549504	5.56e-06
139	3.8652936220169067	0.12870841624253818	5.600000000000001e-06
140	3.8658841252326965	0.1282483733184304	5.64e-06
141	3.8578797578811646	0.1310637010137691	5.680000000000001e-06
142	3.863331973552704	0.12832884016593218	5.72e-06
143	3.8623693585395813	0.12899551294115316	5.76e-06
144	3.8553096055984497	0.12922574152859007	5.8e-06
145	3.850111186504364	0.12981833849360228	5.84e-06
146	3.84599906206131	0.13158131132160217	5.8800000000000005e-06
147	3.8489638566970825	0.12998878979375206	5.920000000000001e-06
148	3.839736819267273	0.13247982187586974	5.9600000000000005e-06
149	3.84242981672287	0.13056723633348982	6e-06
150	3.8432735204696655	0.13109411705902935	6.040000000000001e-06
151	3.838453710079193	0.13237096147523836	6.08e-06
152	3.8418694734573364	0.1294840516851902	6.12e-06
153	3.8339864015579224	0.13249342378513082	6.16e-06
154	3.82116836309433	0.1365893957340075	6.2e-06
155	3.8333569765090942	0.13215470707670976	6.24e-06
156	3.820096731185913	0.1359251131803175	6.28e-06
157	3.816362500190735	0.13660441864856537	6.320000000000001e-06
158	3.8224008679389954	0.13368418954209277	6.360000000000001e-06
159	3.8291083574295044	0.131293443780392	6.4000000000000006e-06
160	3.8133127093315125	0.1352382287276113	6.44e-06
161	3.800228178501129	0.13915323942542665	6.48e-06
162	3.8068968057632446	0.135416873301462	6.519999999999999e-06
163	3.8090546131134033	0.1333917860630094	6.560000000000001e-06
164	3.7960952520370483	0.13921952689468134	6.6e-06
165	3.800930142402649	0.13672198136243585	6.640000000000001e-06
166	3.799576222896576	0.13576900766107255	6.68e-06
167	3.7949330806732178	0.13659537180865894	6.72e-06
168	3.8012776374816895	0.13615408462253867	6.76e-06
169	3.7971453070640564	0.13489027179830387	6.800000000000001e-06
170	3.790145695209503	0.13691385708332507	6.840000000000001e-06
171	3.78960120677948	0.1360345586176553	6.88e-06
172	3.791017770767212	0.13513000569368003	6.92e-06
173	3.7894343733787537	0.13623410784743534	6.9599999999999994e-06
174	3.78490149974823	0.13907743593862962	7.000000000000001e-06
175	3.7780274152755737	0.14050303555941024	7.04e-06
176	3.7823253870010376	0.13822926411751826	7.080000000000001e-06
177	3.7826868295669556	0.13835496630821523	7.1200000000000004e-06
178	3.782301187515259	0.1371715417702065	7.16e-06
179	3.7725398540496826	0.13856865541557722	7.2e-06
180	3.7710139751434326	0.13971808040370728	7.240000000000001e-06
181	3.7691701650619507	0.1403405987786108	7.280000000000001e-06
182	3.7899937629699707	0.13505289953066582	7.32e-06
183	3.7717207074165344	0.13969132178360683	7.36e-06
184	3.785578429698944	0.1358323618210624	7.4e-06
185	3.7771618366241455	0.13713131069425177	7.44e-06
186	3.778155028820038	0.13579569817416712	7.480000000000001e-06
187	3.768135130405426	0.13981204441856263	7.520000000000001e-06
188	3.7815886735916138	0.13552989805449017	7.5600000000000005e-06
189	3.771767258644104	0.13743445018213843	7.6e-06
190	3.776775300502777	0.13577601313799906	7.64e-06
191	3.7629149556159973	0.14033995017278791	7.68e-06
192	3.7647513151168823	0.13939969035609048	7.72e-06
193	3.769446313381195	0.137046101593327	7.76e-06
194	3.754089057445526	0.1415001637733377	7.8e-06
195	3.7588266134262085	0.13996560260068197	7.84e-06
196	3.764359772205353	0.1386846771462156	7.879999999999999e-06
197	3.7594990730285645	0.13922710952413922	7.92e-06
198	3.744090497493744	0.14478094326071342	7.96e-06
199	3.76276296377182	0.1392990037210419	8.000000000000001e-06
200	3.757319152355194	0.14037916495578412	8.040000000000001e-06
201	3.7594006061553955	0.1385537961105956	8.08e-06
202	3.759011149406433	0.1388492866614159	8.12e-06
203	3.7600050568580627	0.1378113312644227	8.160000000000001e-06
204	3.739731788635254	0.14572889412610598	8.200000000000001e-06
205	3.7476819157600403	0.14285002540928884	8.24e-06
206	3.7543455362319946	0.1396917726073399	8.28e-06
207	3.7552645206451416	0.1396618545197318	8.32e-06
208	3.7439330220222473	0.1428685290718527	8.36e-06
209	3.752322196960449	0.14084365852680542	8.400000000000001e-06
210	3.7485318183898926	0.14033339643885573	8.44e-06
211	3.7482451796531677	0.13993437753986013	8.48e-06
212	3.742953360080719	0.14323328594597842	8.52e-06
213	3.7384271025657654	0.14314251639833034	8.56e-06
214	3.7463021278381348	0.14187207894236448	8.599999999999999e-06
215	3.7418919801712036	0.14154388117597	8.64e-06
216	3.7519211769104004	0.13888777835525526	8.68e-06
217	3.749619722366333	0.1390508488021577	8.720000000000001e-06
218	3.7382026314735413	0.1436715512284111	8.76e-06
219	3.7553387880325317	0.13819050103336877	8.8e-06
220	3.755027115345001	0.13995914770906762	8.840000000000002e-06
221	3.739152491092682	0.14229728375263107	8.880000000000001e-06
222	3.7374980449676514	0.14207199507046453	8.920000000000001e-06
223	3.745122194290161	0.13997148288973385	8.96e-06
224	3.7502757906913757	0.13894214055127888	9e-06
225	3.7288278937339783	0.14511539992041383	9.04e-06
226	3.730919897556305	0.1428003419415121	9.080000000000001e-06
227	3.7285213470458984	0.1435615947082146	9.12e-06
228	3.736766040325165	0.14224267280184055	9.16e-06
229	3.721315562725067	0.14676954467566683	9.2e-06
230	3.717290937900543	0.14639479964452254	9.24e-06
231	3.7448285818099976	0.13974353844922782	9.28e-06
232	3.726511538028717	0.1425834264729363	9.32e-06
233	3.7268065810203552	0.14228999368402057	9.36e-06
234	3.7397050261497498	0.1405160460583164	9.4e-06
235	3.727157175540924	0.14260152635533235	9.44e-06
236	3.7287434935569763	0.14351180172698438	9.48e-06
237	3.730872690677643	0.1415296355686583	9.52e-06
238	3.730374038219452	0.14231578527478883	9.560000000000002e-06
239	3.730557143688202	0.1424283251768342	9.600000000000001e-06
240	3.717889130115509	0.14483902887585084	9.640000000000001e-06
241	3.7313154339790344	0.1415985207305376	9.68e-06
242	3.7153473496437073	0.14647574891584564	9.72e-06
243	3.7171213030815125	0.14339081318549954	9.760000000000001e-06
244	3.735225558280945	0.1403445978862807	9.800000000000001e-06
245	3.7244555354118347	0.14398135235287085	9.84e-06
246	3.7271262407302856	0.14195139485192804	9.88e-06
247	3.7199193239212036	0.14487713953581594	9.92e-06
248	3.719706177711487	0.14238407283277474	9.96e-06
249	3.7275328636169434	0.14172292191435767	1e-05
250	3.7252912521362305	0.14143674124611216	1.004e-05
251	3.7223662734031677	0.14378253785319717	1.008e-05
252	3.708710551261902	0.14262449044840542	1.012e-05
253	3.7209437489509583	0.14201230720051147	1.016e-05
254	3.711479663848877	0.14395506651075865	1.02e-05
255	3.693241536617279	0.14697292603994	1.024e-05
256	3.7115098237991333	0.14541806950113717	1.0280000000000002e-05
257	3.723089277744293	0.14098167826312327	1.0320000000000001e-05
258	3.7129496335983276	0.14386216655207118	1.036e-05
259	3.701256275177002	0.14660642570281124	1.04e-05
260	3.7118887305259705	0.14306328181754854	1.0440000000000002e-05
261	3.7142183780670166	0.1442775165378178	1.0480000000000001e-05
262	3.7139349579811096	0.14325192545592402	1.0520000000000001e-05
263	3.723238468170166	0.14132702462591962	1.056e-05
264	3.714951992034912	0.14164571610998045	1.06e-05
265	3.710763096809387	0.14309990795156835	1.064e-05
266	3.7012319564819336	0.14626760916428536	1.0680000000000001e-05
267	3.7129400968551636	0.14015818534547084	1.072e-05
268	3.7117868065834045	0.14428893546432509	1.076e-05
269	3.7088698148727417	0.14307637117346939	1.08e-05
270	3.6963582634925842	0.14694318556979502	1.084e-05
271	3.7081249952316284	0.1438738276891529	1.088e-05
272	3.7009876370429993	0.14703916188575705	1.092e-05
273	3.7088093161582947	0.14372760216424577	1.096e-05
274	3.705350637435913	0.1447355234411016	1.1000000000000001e-05
275	3.703176736831665	0.14572213813431054	1.1040000000000001e-05
276	3.7139223217964172	0.14179723824855764	1.108e-05
277	3.7148653268814087	0.14078058143719757	1.112e-05
278	3.7059900760650635	0.14406957355246472	1.1160000000000002e-05
279	3.710532784461975	0.14507116604747058	1.1200000000000001e-05
280	3.7030274868011475	0.14573389471145634	1.124e-05
281	3.710039496421814	0.1425574226906632	1.128e-05
282	3.6958844661712646	0.14726427228653408	1.132e-05
283	3.694226026535034	0.14822010341632544	1.1360000000000001e-05
284	3.702552020549774	0.14417214945373333	1.1400000000000001e-05
285	3.6849321722984314	0.14914620864682313	1.144e-05
286	3.690418541431427	0.14684531546845314	1.148e-05
287	3.7058907747268677	0.14421451241336353	1.152e-05
288	3.696639358997345	0.14654137352768984	1.156e-05
289	3.6928396821022034	0.1463424349246181	1.16e-05
290	3.689577341079712	0.14719265540120674	1.164e-05
291	3.6926926374435425	0.14630561927174873	1.168e-05
292	3.685371696949005	0.14899642041658773	1.172e-05
293	3.694276452064514	0.14652160101651843	1.1760000000000001e-05
294	3.706562042236328	0.14367376154450287	1.18e-05
295	3.7033583521842957	0.14436640794908118	1.1840000000000002e-05
296	3.69689279794693	0.1446705822522262	1.1880000000000001e-05
297	3.708726942539215	0.14284859067099026	1.1920000000000001e-05
298	3.6991403698921204	0.14369669389108225	1.196e-05
299	3.7002865076065063	0.14490080749676004	1.2e-05
300	3.7047590017318726	0.14261385704753463	1.204e-05
301	3.69809752702713	0.14466179305912596	1.2080000000000001e-05
302	3.7087749242782593	0.14194124652639936	1.2120000000000001e-05
303	3.694952607154846	0.14437450039968025	1.216e-05
304	3.6933412551879883	0.14519036379751626	1.22e-05
305	3.687710762023926	0.14835961393335187	1.224e-05
306	3.703933537006378	0.14235805267168772	1.2280000000000001e-05
307	3.710142970085144	0.14181555568746165	1.232e-05
308	3.701709508895874	0.14527685343406183	1.236e-05
309	3.703005075454712	0.1444110275689223	1.24e-05
310	3.679311215877533	0.14858919751234828	1.244e-05
311	3.686679184436798	0.14563992700150757	1.248e-05
312	3.6987534165382385	0.14678917367560887	1.252e-05
313	3.6847570538520813	0.14782295645912918	1.256e-05
314	3.691938042640686	0.14524738349180377	1.2600000000000001e-05
315	3.69877690076828	0.1450347433379525	1.2640000000000003e-05
316	3.6991413235664368	0.14420836596900685	1.268e-05
317	3.6992282271385193	0.14353007206069535	1.2720000000000002e-05
318	3.6993711590766907	0.14388016948141075	1.276e-05
319	3.6967941522598267	0.14372662900787653	1.2800000000000001e-05
320	3.6876626014709473	0.14636084486868825	1.2839999999999999e-05
321	3.685844838619232	0.149323751060538	1.288e-05
322	3.695119321346283	0.14378104976959447	1.2920000000000002e-05
323	3.671616315841675	0.14999850001499984	1.296e-05
324	3.6921430826187134	0.14633415861352927	1.3000000000000001e-05
325	3.6833037734031677	0.14763372945789804	1.3039999999999999e-05
326	3.696982443332672	0.1429750094435277	1.308e-05
327	3.681182384490967	0.14592295998966706	1.3120000000000001e-05
328	3.693177282810211	0.1446236934145102	1.316e-05
329	3.699106454849243	0.1440819552407535	1.32e-05
330	3.6947646737098694	0.14516080777860882	1.324e-05
331	3.6800971627235413	0.1476183365686128	1.3280000000000002e-05
332	3.68742036819458	0.1466782991464007	1.3320000000000001e-05
333	3.696330487728119	0.1447141504261576	1.336e-05
334	3.6941487193107605	0.14483908987394875	1.3400000000000002e-05
335	3.663547992706299	0.15208821116247423	1.344e-05
336	3.690287709236145	0.14485523474366152	1.3480000000000001e-05
337	3.6879125237464905	0.14756441303743698	1.352e-05
338	3.69431734085083	0.14526486356725615	1.356e-05
339	3.675843060016632	0.15036166726611516	1.3600000000000002e-05
340	3.6874616742134094	0.14548187409766034	1.364e-05
341	3.6920653581619263	0.1465994061745926	1.3680000000000001e-05
342	3.694868803024292	0.14343548884445903	1.3719999999999999e-05
343	3.681034743785858	0.14753669290704463	1.376e-05
344	3.6835407614707947	0.14715472285096073	1.3800000000000002e-05
345	3.667666435241699	0.15092603704148166	1.384e-05
346	3.6950441002845764	0.14413855240764842	1.3880000000000001e-05
347	3.6835641264915466	0.1457174860983318	1.3919999999999999e-05
348	3.6909943222999573	0.14457078223598047	1.396e-05
349	3.6888611912727356	0.1453292051181852	1.4000000000000001e-05
350	3.672409236431122	0.14965611829130335	1.4040000000000001e-05
351	3.700197756290436	0.14389604673495518	1.408e-05
352	3.6943488717079163	0.14250807835002194	1.412e-05
353	3.6673961877822876	0.15097194388777554	1.4160000000000002e-05
354	3.6932180523872375	0.14507237079507637	1.42e-05
355	3.6866760849952698	0.14559592705288069	1.4240000000000001e-05
356	3.6939611434936523	0.14368571571923136	1.4280000000000002e-05
357	3.694350302219391	0.14355997733891246	1.432e-05
358	3.686262309551239	0.1454248366013072	1.4360000000000001e-05
359	3.6963289380073547	0.14272555242948828	1.44e-05
360	3.6901638507843018	0.14375277681789012	1.444e-05
361	3.694891631603241	0.1441893041172645	1.4480000000000002e-05
362	3.689500570297241	0.14535611805192628	1.452e-05
363	3.6878227591514587	0.14476284584980237	1.4560000000000001e-05
364	3.6833543181419373	0.14689570945201913	1.4599999999999999e-05
365	3.6881895065307617	0.14448434071414323	1.464e-05
366	3.6696417927742004	0.15066067838316347	1.4680000000000002e-05
367	3.6712839007377625	0.14915702939947054	1.472e-05
368	3.6871674060821533	0.14577674298279653	1.4760000000000001e-05
369	3.6950859427452087	0.1421028466483012	1.48e-05
370	3.6847487092018127	0.1468517481398512	1.4840000000000002e-05
371	3.684637427330017	0.14582068306473286	1.488e-05
372	3.6829760670661926	0.14619633242604255	1.4920000000000001e-05
373	3.683086931705475	0.1457083433325334	1.4960000000000002e-05
374	3.6873626708984375	0.1457156191970448	1.5e-05
375	3.6803728342056274	0.14635084742418564	1.5040000000000002e-05
376	3.683209002017975	0.1452743461657344	1.508e-05
377	3.6819390654563904	0.14544835732447095	1.5120000000000001e-05
378	3.6815701127052307	0.14513203387282658	1.5160000000000002e-05
379	3.6781739592552185	0.14736316918624956	1.52e-05
380	3.665556013584137	0.14956999378545796	1.5240000000000001e-05
381	3.6902992129325867	0.14452221424583234	1.528e-05
382	3.683226227760315	0.14628208837585177	1.5320000000000002e-05
383	3.6817148327827454	0.14592389686178764	1.536e-05
384	3.6838066577911377	0.14605428725507819	1.54e-05
385	3.6897826194763184	0.14410693313693096	1.544e-05
386	3.692297101020813	0.14274287885301792	1.548e-05
387	3.6815792322158813	0.14622100274382638	1.552e-05
388	3.699754476547241	0.14121687733381258	1.556e-05
389	3.6749333143234253	0.14756252987095747	1.56e-05
390	3.6849226355552673	0.14486718593968445	1.5640000000000003e-05
391	3.6709765791893005	0.14747917229239801	1.568e-05
392	3.672040104866028	0.14676718757801188	1.5720000000000002e-05
393	3.6993637681007385	0.14327604544596084	1.5759999999999998e-05
394	3.670012056827545	0.1475285852182826	1.58e-05
395	3.660801589488983	0.15184228821134174	1.584e-05
396	3.685123920440674	0.14655938345429315	1.588e-05
397	3.674800217151642	0.14636993076162216	1.592e-05
398	3.655196964740753	0.15320517287723875	1.596e-05
399	3.6871784925460815	0.14578180409452574	1.6000000000000003e-05
400	3.6767579317092896	0.14821953739766314	1.604e-05
401	3.6702463626861572	0.14806288102601597	1.6080000000000002e-05
402	3.6779282689094543	0.14732614458551754	1.612e-05
403	3.6815916895866394	0.14621962240915276	1.616e-05
404	3.672418534755707	0.14890695429805273	1.62e-05
405	3.696591854095459	0.14248128512142333	1.624e-05
406	3.6747853755950928	0.1477132508060343	1.628e-05
407	3.6879013776779175	0.1442902169959995	1.6320000000000003e-05
408	3.689205765724182	0.14386586941498153	1.636e-05
409	3.6778634786605835	0.14652863823494144	1.6400000000000002e-05
410	3.684696137905121	0.14487410071942447	1.644e-05
411	3.677642822265625	0.1459827869260236	1.648e-05
412	3.6806886792182922	0.14623487558590073	1.652e-05
413	3.668209135532379	0.14836206297696666	1.656e-05
414	3.688965678215027	0.14357784280092825	1.66e-05
415	3.665145993232727	0.14890468908263987	1.664e-05
416	3.6813841462135315	0.1446517091039398	1.668e-05
417	3.6693285703659058	0.1498390283530745	1.672e-05
418	3.675902485847473	0.14611401019861506	1.6760000000000002e-05
419	3.692281424999237	0.1435108896344974	1.6800000000000002e-05
420	3.6834123730659485	0.1476943951154299	1.684e-05
421	3.6668235659599304	0.14703847902132453	1.688e-05
422	3.683184325695038	0.14656851915081645	1.692e-05
423	3.677663028240204	0.1492063492063492	1.696e-05
424	3.6792423129081726	0.14601880190212244	1.7000000000000003e-05
425	3.6725425124168396	0.14821511078969044	1.704e-05
426	3.6633113026618958	0.14763753980693015	1.7080000000000002e-05
427	3.663074553012848	0.15055609090179073	1.712e-05
428	3.6910900473594666	0.14240772652586864	1.7160000000000002e-05
429	3.683342218399048	0.1450955097990573	1.7199999999999998e-05
430	3.675879955291748	0.14575734019015726	1.724e-05
431	3.6603684425354004	0.15125598622049205	1.728e-05
432	3.6691701412200928	0.1494680003188013	1.732e-05
433	3.683753490447998	0.1460790358186989	1.736e-05
434	3.6580883264541626	0.15115687896882757	1.74e-05
435	3.6788164377212524	0.14599850411368737	1.7440000000000002e-05
436	3.672759711742401	0.14877366287927823	1.7480000000000002e-05
437	3.686040163040161	0.14366059298329736	1.752e-05
438	3.687244474887848	0.14477251735542115	1.756e-05
439	3.667747437953949	0.14881012049158965	1.76e-05
440	3.681058943271637	0.14417583291104022	1.764e-05
441	3.662982940673828	0.14931208104278262	1.7680000000000004e-05
442	3.6769993901252747	0.14600940838781692	1.772e-05
443	3.6781371235847473	0.14817161925320077	1.7760000000000003e-05
444	3.672297239303589	0.14702557792915805	1.78e-05
445	3.673408269882202	0.1463604826696792	1.7840000000000002e-05
446	3.664933443069458	0.14912594713919217	1.7879999999999998e-05
447	3.6826894879341125	0.14475261769642714	1.792e-05
448	3.674010694026947	0.14726914498884855	1.796e-05
449	3.6861963868141174	0.14412075953916498	1.8e-05
450	3.656476676464081	0.15048733726147576	1.804e-05
451	3.665840744972229	0.1469641514163951	1.808e-05
452	3.667796015739441	0.1492258006097009	1.812e-05
453	3.6735162138938904	0.1483237792250668	1.8160000000000002e-05
454	3.683890461921692	0.14223144764023518	1.8200000000000002e-05
455	3.6773986220359802	0.14439107653223246	1.824e-05
456	3.6847829818725586	0.1444539554883147	1.828e-05
457	3.678805112838745	0.14491543119649197	1.832e-05
458	3.691528797149658	0.14374514374514374	1.8360000000000004e-05
459	3.6648492217063904	0.14964662907964743	1.84e-05
460	3.6826635599136353	0.14496704613541042	1.8440000000000003e-05
461	3.678173542022705	0.14648285124579058	1.848e-05
462	3.670756757259369	0.14777688276301004	1.8520000000000002e-05
463	3.672089695930481	0.1478625649220935	1.856e-05
464	3.6716986298561096	0.14732405313032473	1.86e-05
465	3.6792271733283997	0.1438974512444511	1.864e-05
466	3.6773186922073364	0.1449725340339145	1.868e-05
467	3.6770092844963074	0.14533708927664912	1.872e-05
468	3.6692453622817993	0.14847951696423217	1.876e-05
469	3.6778630018234253	0.14468358625676667	1.88e-05
470	3.6621099710464478	0.15025628799618548	1.8840000000000003e-05
471	3.6854764223098755	0.14380408033658806	1.888e-05
472	3.668730080127716	0.1489171557091364	1.8920000000000002e-05
473	3.683530628681183	0.14578567128236003	1.896e-05
474	3.6671301126480103	0.15035975524684592	1.9e-05
475	3.6841384172439575	0.1428671112573143	1.904e-05
476	3.6799384355545044	0.14682345418760553	1.908e-05
477	3.670605421066284	0.14939079107424172	1.9120000000000003e-05
478	3.684359312057495	0.1442501114799584	1.916e-05
479	3.654049336910248	0.15158716686470888	1.9200000000000003e-05
480	3.6652321219444275	0.14765221029978778	1.924e-05
481	3.684559643268585	0.14438689460395399	1.9280000000000002e-05
482	3.667553722858429	0.14810293764508126	1.932e-05
483	3.666658341884613	0.14792179695522567	1.936e-05
484	3.6861076951026917	0.14305853447320988	1.94e-05
485	3.676913857460022	0.14545091381204434	1.944e-05
486	3.663579285144806	0.14800342895875282	1.948e-05
487	3.6666038036346436	0.14915878546540567	1.9520000000000003e-05
488	3.6712960600852966	0.14641882126224506	1.956e-05
489	3.67756587266922	0.14650361866733216	1.9600000000000002e-05
490	3.666431427001953	0.1473870290575627	1.9640000000000002e-05
491	3.66054105758667	0.14985345750267579	1.968e-05
492	3.6656036376953125	0.1493314691924463	1.972e-05
493	3.683586597442627	0.14482523853863175	1.976e-05
494	3.682961106300354	0.14487350730647316	1.9800000000000004e-05
495	3.6502615809440613	0.15094640843735344	1.984e-05
496	3.666580319404602	0.1482295579889697	1.9880000000000003e-05
497	3.6641480922698975	0.14709210908471793	1.992e-05
